219,271
219,271
220,271
221,271
222,271
222,270
222,270
223,270
224,270
226,270
228,270
230,269
232,269
234,268
235,267
239,269
238,264
242,268
242,266
244,266
245,265
245,265
247,264
247,265
248,264
248,263
248,264
249,264
249,263
249,264
249,263
249,263
250,263
249,263
249,262
249,262
249,262
248,262
248,261
247,261
247,261
247,261
246,261
246,262
246,261
245,261
245,260
244,261
243,261
242,260
241,261
240,261
239,261
238,261
237,261
236,262
235,262
234,263
233,263
231,264
229,264
228,265
227,265
225,266
224,267
223,267
222,268
221,269
220,269
220,269
219,270
218,269
219,270
219,269
219,269
219,268
219,269
219,268
219,268
219,268
218,269
219,269
219,268
219,269
219,268
218,269
218,269
219,269
219,269
220,267
220,268
222,267
222,267
221,267
222,267
222,266
223,265
224,265
224,264
224,265
225,264
225,264
226,264
225,264
227,263
226,263
226,263
227,263
227,263
227,263
227,263
228,263
228,262
228,263
228,262
228,262
229,262
228,263
229,262
230,262
230,261
230,261
230,262
230,261
230,262
230,261
230,261
231,262
231,261
231,261
231,260
232,260
232,261
232,261
233,261
234,261
234,261
236,260
238,260
238,259
239,259
241,259
242,258
243,257
243,258
245,257
245,257
246,257
246,256
246,257
247,256
248,256
248,256
248,256
248,257
248,256
248,256
248,256
248,256
248,256
247,257
247,256
247,257
247,257
246,257
245,257
245,257
244,257
243,257
243,257
242,257
241,257
240,258
240,258
238,258
238,258
237,258
236,259
235,259
234,259
233,259
231,260
231,261
230,262
228,262
228,262
226,263
226,263
225,264
225,264
224,263
223,265
223,264
223,266
224,263
223,265
224,264
223,265
224,263
223,265
223,265
224,265
223,265
223,265
223,265
223,265
223,265
223,265
223,265
224,264
224,264
223,265
224,264
224,264
225,264
225,264
225,263
226,263
226,262
226,263
228,262
229,261
230,261
232,260
232,260
235,260
236,259
238,259
239,258
240,257
242,257
243,256
245,256
246,256
246,256
247,255
248,255
249,255
250,254
250,254
250,254
250,253
251,253
251,253
251,253
251,253
251,253
251,252
251,252
251,252
250,252
250,252
249,252
249,253
249,252
249,252
248,252
246,253
246,252
245,254
242,255
242,255
240,255
239,255
238,256
237,255
235,255
235,255
235,254
234,255
235,255
234,255
234,255
234,255
234,255
234,255
233,255
233,255
234,255
233,255
232,255
233,255
233,255
232,256
232,255
232,255
232,255
231,255
231,255
231,254
231,257
230,256
230,256
230,257
231,256
230,258
230,258
230,258
231,257
230,259
230,259
231,259
231,259
231,259
231,259
232,259
232,258
232,259
232,259
232,259
232,259
232,258
233,258
233,258
233,258
233,257
233,258
233,257
233,257
233,257
232,257
233,257
233,256
234,255
234,255
234,255
234,254
235,254
235,253
236,253
236,252
238,252
237,253
237,253
238,252
239,253
239,254
240,252
240,252
240,254
241,253
241,254
240,255
240,254
240,254
240,254
240,254
239,253
239,254
239,253
238,253
237,253
236,252
234,253
233,253
233,252
232,254
232,254
231,254
231,255
230,256
230,257
230,257
229,259
228,260
228,261
228,262
228,263
228,263
228,263
229,263
228,263
229,262
229,262
229,263
229,263
229,263
229,262
229,262
229,261
230,261
230,261
230,260
230,260
230,260
231,259
230,259
231,258
231,258
230,257
232,256
231,256
232,255
233,255
233,254
233,253
234,253
234,253
235,252
235,252
235,252
236,252
236,251
237,252
238,251
238,252
238,251
237,251
238,251
238,252
238,251
238,252
238,251
237,253
238,251
238,253
238,252
237,252
237,253
237,252
235,253
235,251
233,251
232,251
231,253
231,252
230,254
229,253
228,255
228,255
227,257
226,258
225,259
225,260
225,261
224,262
225,263
224,263
224,264
224,263
223,264
223,264
224,264
223,264
223,264
223,263
223,263
223,263
223,262
224,261
223,262
223,261
224,260
223,261
224,260
223,260
224,259
224,258
224,258
224,258
225,258
225,257
225,256
226,255
226,255
226,255
228,254
228,253
230,252
230,252
231,251
232,251
233,250
234,250
234,249
235,249
235,248
236,248
237,248
237,248
237,248
237,247
238,247
239,246
239,247
239,246
239,247
238,246
238,246
238,246
237,246
237,246
238,245
238,247
237,245
237,247
237,245
237,247
237,247
237,247
237,247
236,246
236,246
236,247
236,247
235,247
234,248
234,247
234,247
233,247
233,247
232,248
230,249
231,249
228,249
228,251
228,252
227,253
226,254
226,254
225,255
223,256
223,255
222,257
221,257
222,257
220,257
220,258
220,258
220,258
220,259
220,259
220,259
220,259
219,259
220,259
219,259
220,259
219,259
220,259
219,259
220,258
220,259
220,258
221,259
221,258
222,258
222,257
222,256
223,256
223,256
224,255
224,254
225,253
226,252
226,252
228,251
228,250
229,249
230,249
230,249
231,248
232,247
233,247
233,247
234,247
237,246
237,246
238,246
239,245
238,246
238,246
239,246
239,245
240,245
240,245
240,245
239,245
239,244
239,244
238,244
237,244
236,244
236,244
236,244
236,244
235,244
236,245
236,244
235,244
235,244
235,245
234,244
234,245
234,244
234,245
232,245
232,245
231,247
230,247
228,247
227,250
224,250
225,254
223,255
221,256
219,256
218,258
218,259
217,259
218,261
216,262
217,262
216,262
217,263
217,264
216,264
217,264
217,264
217,264
217,264
216,264
216,263
216,263
215,262
216,261
215,261
216,261
216,260
216,260
217,259
217,258
218,257
218,256
219,255
219,255
218,254
219,254
220,253
221,252
221,253
222,252
222,251
223,250
224,249
225,249
226,249
227,248
228,248
229,247
229,247
229,246
229,247
231,246
231,246
232,245
233,245
233,245
232,245
233,245
233,245
233,245
232,245
232,245
232,245
232,244
231,244
231,244
229,245
229,245
228,245
227,246
227,246
226,246
225,246
225,247
224,248
225,248
224,247
224,247
224,248
223,248
223,249
222,250
221,251
221,252
220,252
219,253
218,254
217,255
217,255
215,256
216,257
215,258
214,259
214,260
213,261
212,261
212,261
212,260
211,261
211,261
211,260
211,260
211,260
210,259
211,259
212,258
212,257
212,257
212,256
213,256
213,255
214,254
215,254
215,254
215,252
217,252
218,252
219,251
219,250
220,249
220,249
221,248
223,247
223,247
224,246
226,245
226,244
227,244
228,244
229,243
230,242
231,242
231,241
232,241
232,241
233,240
233,240
232,240
233,239
232,240
231,241
232,240
231,241
230,241
229,241
228,242
227,243
226,243
226,243
225,245
224,245
224,245
223,247
222,248
221,248
221,249
220,250
219,251
219,252
218,253
217,253
216,254
216,256
217,256
216,256
215,256
214,257
214,257
213,257
213,258
212,258
212,259
212,259
212,258
212,258
211,257
212,256
211,256
212,255
211,255
212,254
211,254
211,253
212,253
212,252
212,251
213,251
213,251
213,250
215,250
215,249
216,249
217,248
218,247
219,246
219,245
220,245
220,244
221,244
223,242
223,243
224,241
224,242
225,241
225,240
225,240
226,240
226,239
226,239
225,239
226,239
225,238
225,239
224,239
224,239
224,239
223,240
223,241
222,241
222,242
221,243
220,245
220,245
218,246
218,247
218,248
217,249
216,250
215,251
215,251
214,252
214,252
214,252
213,253
212,253
212,253
212,254
212,254
212,253
212,252
212,251
212,251
212,251
211,251
211,251
211,250
211,249
210,249
211,248
211,248
211,247
212,246
212,246
213,245
213,245
215,245
215,244
215,243
216,243
217,242
218,241
218,241
220,241
221,240
222,239
222,239
223,239
224,238
224,238
225,238
226,237
225,238
225,237
226,237
226,236
225,236
226,235
225,236
226,235
225,235
225,235
225,235
224,235
224,235
223,236
222,236
221,237
221,238
220,238
218,239
218,240
217,240
217,241
216,243
216,244
216,246
215,245
215,248
215,249
214,249
214,250
214,251
213,251
213,251
212,252
211,252
211,252
211,252
211,252
210,253
210,252
209,252
210,251
209,252
210,251
210,251
209,251
209,249
209,250
208,250
209,250
208,249
208,250
209,249
210,249
209,248
209,249
208,249
209,249
209,248
210,247
210,247
211,246
212,245
212,244
212,242
213,241
215,239
215,237
219,236
219,234
222,233
223,232
227,231
227,228
230,229
231,227
233,226
233,226
235,226
235,226
236,225
236,225
236,225
235,226
235,225
234,226
233,226
233,226
231,227
231,227
229,228
228,228
226,229
223,231
223,233
222,235
219,236
219,237
218,240
216,241
215,242
214,244
213,245
211,247
210,247
209,248
209,250
207,251
208,253
206,253
205,254
205,254
204,255
204,256
204,256
204,256
204,255
203,255
203,255
204,254
204,253
204,253
204,251
204,251
205,250
206,249
206,248
206,247
207,245
207,245
208,242
209,242
209,241
210,240
210,240
211,241
211,239
212,239
211,238
212,238
213,237
213,238
214,236
214,235
215,234
217,234
219,232
221,230
223,229
225,229
225,229
225,229
226,229
227,229
228,230
229,230
230,230
231,231
231,231
232,232
232,233
232,233
232,233
231,234
231,234
230,234
230,234
229,234
229,234
228,235
227,235
226,235
225,234
224,235
223,235
222,235
221,236
220,236
219,236
218,236
216,236
215,236
216,237
215,237
214,236
213,237
213,238
212,237
212,238
211,238
211,237
211,237
211,237
209,238
210,239
211,238
211,238
210,239
210,237
209,237
209,236
210,236
209,236
210,235
211,235
211,235
211,234
212,233
212,233
213,232
214,231
214,231
214,230
215,230
216,228
216,229
216,227
218,228
218,227
218,226
220,227
219,226
220,227
220,227
220,227
221,227
220,228
221,229
220,230
222,232
222,233
222,234
223,235
222,236
223,236
223,237
222,237
222,237
222,237
222,237
222,237
222,237
222,237
221,236
222,236
221,235
221,234
222,233
222,233
221,232
221,230
220,230
221,230
221,229
221,228
221,228
221,227
221,226
221,227
221,226
221,226
221,226
222,225
220,226
220,226
221,226
220,226
220,225
219,225
220,226
220,226
220,226
219,225
219,226
219,226
219,226
219,226
218,226
218,227
218,227
217,227
217,228
217,227
217,227
215,228
215,228
215,227
214,228
214,228
214,229
214,230
213,231
213,231
213,232
213,232
213,233
213,233
213,234
213,234
213,235
214,236
214,236
215,237
215,237
215,237
215,238
215,238
215,238
215,238
215,238
215,238
215,238
215,238
215,238
215,238
214,238
215,238
215,238
215,238
216,238
216,238
215,238
215,237
216,235
216,235
216,233
216,232
216,230
216,228
217,227
217,226
216,223
217,223
217,221
218,220
220,219
221,218
222,217
222,217
223,216
226,215
226,214
227,213
227,213
229,212
228,213
232,212
230,212
234,214
232,213
233,214
232,214
234,214
234,214
234,213
232,214
233,213
231,214
231,214
231,214
230,215
230,215
229,216
228,216
228,217
226,217
226,218
225,219
224,220
224,222
223,222
222,223
221,224
220,225
219,227
219,228
219,229
218,230
217,231
217,232
216,234
216,234
215,236
214,236
214,237
213,239
212,240
212,241
212,242
211,242
211,243
211,244
210,244
210,244
210,244
209,244
209,243
208,244
207,243
207,243
207,242
206,242
205,242
205,241
206,241
205,239
205,239
204,239
205,239
204,240
205,240
204,239
205,239
204,238
204,239
205,238
205,238
206,236
206,235
207,232
207,232
207,229
208,226
208,224
210,222
211,220
213,219
215,217
216,215
219,214
220,212
221,209
222,209
225,208
224,207
226,206
229,205
228,205
230,204
230,204
230,204
229,204
230,204
232,204
230,204
231,204
229,205
228,205
228,205
227,205
227,206
226,207
226,207
227,207
225,208
226,208
224,210
224,210
225,211
223,213
223,214
223,215
222,216
222,217
221,219
221,220
220,221
220,222
220,224
220,225
217,226
218,227
216,228
216,229
215,230
214,231
214,232
214,233
214,234
213,234
213,235
212,236
211,236
210,236
211,236
210,236
209,236
208,236
208,235
208,235
207,235
206,234
206,234
206,234
205,233
204,232
204,232
204,231
204,231
204,230
204,229
204,228
204,227
204,226
204,226
204,224
204,224
203,223
205,222
205,222
206,220
206,219
207,218
208,217
209,216
209,215
210,214
211,213
212,212
214,211
215,209
219,207
219,207
219,206
219,206
221,206
221,206
222,205
223,205
224,205
224,206
225,206
226,207
225,208
226,208
226,208
226,209
226,210
226,211
226,212
